Facility ID,Facility Name,Address,City,State,ZIP Code,County Name,Phone Number,Hospital Type,Hospital Ownership,Emergency Services,Meets criteria for promoting interoperability of EHRs,Hospital overall rating,Hospital overall rating footnote,Mortality national comparison,Mortality national comparison footnote,Safety of care national comparison,Safety of care national comparison footnote,Readmission national comparison,Readmission national comparison footnote,Patient experience national comparison,Patient experience national comparison footnote,Effectiveness of care national comparison,Effectiveness of care national comparison footnote,Timeliness of care national comparison,Timeliness of care national comparison footnote,Efficient use of medical imaging national comparison,Efficient use of medical imaging national comparison footnote,Location
390331,WILLS EYE HOSPITAL,840 WALNUT STREET,PHILADELPHIA,PA,19107,PHILADELPHIA,(215) 440-3100,Acute Care Hospitals,Voluntary non-profit - Private,false,,Not Available,16,Not Available,16,Not Available,5,Not Available,16,Not Available,16,Not Available,16,Not Available,16,Not Available,16,POINT (-75.1557 39.948271)
420082,AIKEN REGIONAL MEDICAL CENTER,302 UNIVERSITY PARKWAY,AIKEN,SC,29801,AIKEN,(803) 641-5900,Acute Care Hospitals,Proprietary,true,true,2,,Below the national average,,Same as the national average,,Above the national average,,Below the national average,,Same as the national average,,Same as the national average,,Same as the national average,,POINT (-81.765071 33.56989)
334061,MID HUDSON FORENSIC PSYCHIATRIC CTR,BOX 158 ROUTE 17M,NEW HAMPTON,NY,10958,ORANGE,(845) 374-3171,Psychiatric,Government - State,true,,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,
040062,MERCY HOSPITAL FORT SMITH,7301 ROGERS AVE,FORT SMITH,AR,72903,SEBASTIAN,(479) 314-6000,Acute Care Hospitals,Voluntary non-profit - Private,true,true,4,,Below the national average,,Above the national average,,Above the national average,,Above the national average,,Below the national average,,Same as the national average,,Same as the national average,,POINT (-94.352964 35.353647)
040071,JEFFERSON REGIONAL MEDICAL CENTER,1600 WEST 40TH AVENUE,PINE BLUFF,AR,71603,JEFFERSON,(870) 541-7100,Acute Care Hospitals,Voluntary non-profit - Private,true,true,1,,Below the national average,,Below the national average,,Below the national average,,Below the national average,,Same as the national average,,Same as the national average,,Same as the national average,,POINT (-92.018453 34.189066)
010008,CRENSHAW COMMUNITY HOSPITAL,101 HOSPITAL CIRCLE,LUVERNE,AL,36049,CRENSHAW,(334) 335-3374,Acute Care Hospitals,Proprietary,true,,4,,Same as the national average,,Not Available,5,Above the national average,,Not Available,16,Same as the national average,,Above the national average,,Not Available,5,POINT (-86.266156 31.692595)
044007,RIVENDELL BEHAVIORAL HEALTH SERVICES OF ARKANSAS,100 RIVENDELL DRIVE,BENTON,AR,72019,SALINE,(501) 316-1255,Psychiatric,Proprietary,false,,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,POINT (-92.530571 34.612042)
440068,STARR REGIONAL MEDICAL CENTER ATHENS,1114 W MADISON AVE,ATHENS,TN,37371,MC MINN,(423) 745-1411,Acute Care Hospitals,Proprietary,true,true,2,,Below the national average,,Not Available,5,Same as the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Same as the national average,,POINT (-84.608823 35.440789)
390027,TEMPLE UNIVERSITY HOSPITAL,3401 NORTH BROAD STREET,PHILADELPHIA,PA,19140,PHILADELPHIA,(215) 707-2000,Acute Care Hospitals,Voluntary non-profit - Private,true,true,2,,Same as the national average,,Below the national average,,Below the national average,,Below the national average,,Same as the national average,,Below the national average,,Below the national average,,POINT (-75.1522 40.004667)
214012,THOMAS B FINAN CENTER,"10102 COUNTRY CLUB ROAD,  POST OFFICE BOX 1722",CUMBERLAND,MD,21502,ALLEGANY,(301) 777-2240,Psychiatric,Government - Local,false,,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,
030011,ST JOSEPH'S HOSPITAL,350 NORTH WILMOT ROAD,TUCSON,AZ,85711,PIMA,(520) 873-3000,Acute Care Hospitals,Voluntary non-profit - Other,true,true,2,,Below the national average,,Same as the national average,,Above the national average,,Below the national average,,Same as the national average,,Below the national average,,Same as the national average,,POINT (-110.857838 32.225946)
100156,LAKE CITY MEDICAL CENTER,340 NW COMMERCE DR,LAKE CITY,FL,32055,COLUMBIA,(386) 719-9000,Acute Care Hospitals,Proprietary,true,true,3,,Same as the national average,,Above the national average,,Below the national average,,Same as the national average,,Above the national average,,Above the national average,,Above the national average,,POINT (-82.68627 30.18398)
070038,THE CONNECTICUT HOSPICE INC.,100 DOUBLE BEACH ROAD,BRANFORD,CT,06405,NEW HAVEN,(203) 315-7500,Acute Care Hospitals,Voluntary non-profit - Private,false,,Not Available,16,Not Available,16,Not Available,5,Not Available,16,Not Available,16,Not Available,16,Not Available,16,Not Available,16,POINT (-72.833367 41.256305)
450742,BAYLOR SCOTT AND WHITE MEDICAL CENTER LAKE POINTE,6800 SCENIC DR,ROWLETT,TX,75088,DALLAS,(972) 412-2273,Acute Care Hospitals,Voluntary non-profit - Private,true,true,3,,Same as the national average,,Above the national average,,Above the national average,,Below the national average,,Same as the national average,,Below the national average,,Same as the national average,,POINT (-96.509536 32.918351)
460005,OGDEN REGIONAL MEDICAL CENTER,5475 SOUTH 500 EAST,OGDEN,UT,84405,WEBER,(801) 479-2111,Acute Care Hospitals,Proprietary,true,true,3,,Same as the national average,,Same as the national average,,Above the national average,,Below the national average,,Same as the national average,,Above the national average,,Same as the national average,,POINT (-111.96862 41.163502)
190079,ST CHARLES PARISH HOSPITAL,1057 PAUL MAILLARD ROAD,LULING,LA,70070,ST. CHARLES,(985) 785-3644,Acute Care Hospitals,Government - Hospital District or Authority,true,true,4,,Not Available,5,Not Available,5,Same as the national average,,Above the national average,,Same as the national average,,Above the national average,,Not Available,5,POINT (-90.371751 29.924513)
030037,ST LUKE'S MEDICAL CENTER,1800 EAST VAN BUREN STREET,PHOENIX,AZ,85006,MARICOPA,(602) 251-8156,Acute Care Hospitals,Proprietary,true,true,4,,Same as the national average,,Same as the national average,,Above the national average,,Below the national average,,Same as the national average,,Same as the national average,,Not Available,5,POINT (-112.042767 33.451436)
394004,DANVILLE STATE HOSPITAL,50 KIRKBRIDE DRIVE,DANVILLE,PA,17821,MONTOUR,(570) 271-4500,Psychiatric,Government - State,false,,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,
670093,"ASPIRE BEHAVIORAL HEALTH OF CONROE, LLC","2006 SOUTH LOOP 336 WEST, SUITE 500",CONROE,TX,77304,MONTGOMERY,(936) 647-3500,Acute Care Hospitals,Physician,false,,Not Available,16,Not Available,16,Not Available,5,Not Available,16,Not Available,16,Not Available,5,Not Available,16,Below the national average,,POINT (-95.480131 30.284069)
140239,MERCYHEALTH HOSPITAL ROCKTON AVENUE,2400 NORTH ROCKTON AVENUE,ROCKFORD,IL,61103,WINNEBAGO,(815) 968-6861,Acute Care Hospitals,Voluntary non-profit - Private,true,true,2,,Same as the national average,,Below the national average,,Below the national average,,Below the national average,,Same as the national average,,Same as the national average,,Same as the national average,,POINT (-89.096782 42.298434)
140124,JOHN H STROGER JR HOSPITAL,1901 W HARRISON ST,CHICAGO,IL,60612,COOK,(312) 864-6000,Acute Care Hospitals,Government - Local,true,true,1,,Same as the national average,,Below the national average,,Below the national average,,Below the national average,,Below the national average,,Below the national average,,Same as the national average,,POINT (-87.674311 41.874041)
521303,WILD ROSE COMMUNITY MEMORIAL HOSPITAL,601 GROVE AVE,WILD ROSE,WI,54984,WAUSHARA,(920) 622-3257,Critical Access Hospitals,Voluntary non-profit - Private,true,true,Not Available,16,Not Available,16,Not Available,16,Not Available,5,Not Available,16,Not Available,5,Above the national average,,Not Available,5,POINT (-89.245704 44.183143)
050084,ST JOSEPH'S MEDICAL CENTER OF STOCKTON,1800 N CALIFORNIA ST,STOCKTON,CA,95204,SAN JOAQUIN,(209) 943-2000,Acute Care Hospitals,Voluntary non-profit - Private,true,true,1,,Below the national average,,Same as the national average,,Below the national average,,Below the national average,,Same as the national average,,Below the national average,,Below the national average,,POINT (-121.289251 37.970737)
441300,SAINT THOMAS HICKMAN HOSPITAL,135 EAST SWAN STREET,CENTERVILLE,TN,37033,HICKMAN,(931) 729-4271,Critical Access Hospitals,Voluntary non-profit - Private,false,true,Not Available,16,Not Available,16,Not Available,16,Not Available,16,Not Available,16,Not Available,5,Not Available,5,Not Available,5,POINT (-87.460242 35.779539)
171350,RUSSELL REGIONAL HOSPITAL,200 S MAIN STREET,RUSSELL,KS,67665,RUSSELL,(785) 483-3131,Critical Access Hospitals,Voluntary non-profit - Private,true,true,2,,Same as the national average,,Not Available,16,Below the national average,,Not Available,16,Not Available,5,Above the national average,,Not Available,5,POINT (-98.859836 38.883262)
150084,ST VINCENT HOSPITAL & HEALTH SERVICES,2001 W 86TH ST,INDIANAPOLIS,IN,46260,MARION,(317) 338-7000,Acute Care Hospitals,Voluntary non-profit - Church,true,true,4,,Below the national average,,Above the national average,,Above the national average,,Same as the national average,,Below the national average,,Same as the national average,,Same as the national average,,POINT (-86.196008 39.911996)
454123,OCEANS BEHAVIORAL HOSPITAL OF LUFKIN LLC,302 GOBBLERS KNOB RD,LUFKIN,TX,75904,ANGELINA,(936) 632-2276,Psychiatric,Proprietary,false,,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,POINT (-94.745631 31.306558)
161325,GREENE COUNTY MEDICAL CENTER,1000 WEST LINCOLN WAY,JEFFERSON,IA,50129,GREENE,(515) 386-2114,Critical Access Hospitals,Voluntary non-profit - Other,true,,Not Available,16,Not Available,5,Not Available,5,Same as the national average,,Not Available,16,Not Available,5,Not Available,5,Not Available,16,POINT (-94.38906 42.015217)
514011,HIGHLAND-CLARKSBURG HOSPITAL INC,3 HOSPITAL PLAZA,CLARKSBURG,WV,26301,HARRISON,(304) 622-4951,Psychiatric,Voluntary non-profit - Private,true,,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,Not Available,19,POINT (-80.372027 39.271705)
500124,EVERGREENHEALTH MEDICAL CENTER,12040 NE 128TH STREET,KIRKLAND,WA,98034,KING,(425) 899-1000,Acute Care Hospitals,Government - Hospital District or Authority,true,true,5,,Above the national average,,Above the national average,,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Above the national average,,POINT (-122.178506 47.714872)
230133,MUNSON HEALTHCARE OTSEGO MEMORIAL HOSPITAL,825 N CENTER AVE,GAYLORD,MI,49735,OTSEGO,(989) 731-2100,Acute Care Hospitals,Voluntary non-profit - Private,false,true,3,,Same as the national average,,Same as the national average,,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Same as the national average,,POINT (-84.673887 45.035332)
360098,LAKE HEALTH,7590 AUBURN ROAD,CONCORD,OH,44077,LAKE,(440) 953-9600,Acute Care Hospitals,Voluntary non-profit - Private,true,true,3,,Above the national average,,Below the national average,,Below the national average,,Below the national average,,Same as the national average,,Below the national average,,Above the national average,,POINT (-81.24466 41.664251)
490098,COMMUNITY MEMORIAL HOSPITAL,1755 NORTH MECKLENBURG AVENUE,SOUTH HILL,VA,23970,MECKLENBURG,(434) 447-3151,Acute Care Hospitals,Voluntary non-profit - Private,true,,3,,Below the national average,,Same as the national average,,Above the national average,,Below the national average,,Same as the national average,,Same as the national average,,Same as the national average,,POINT (-78.104106 36.747656)
210057,ADVENTIST HEALTHCARE SHADY GROVE MEDICAL CENTER,9901 MEDICAL CENTER DRIVE,ROCKVILLE,MD,20850,MONTGOMERY,(240) 826-6527,Acute Care Hospitals,Voluntary non-profit - Private,true,true,5,,Same as the national average,,Above the national average,,Above the national average,,Below the national average,,Same as the national average,,Below the national average,,Above the national average,,POINT (-77.201027 39.098046)
440029,WILLIAMSON MEDICAL CENTER,4321 CAROTHERS PARKWAY,FRANKLIN,TN,37067,WILLIAMSON,(615) 435-5000,Acute Care Hospitals,Government - Hospital District or Authority,true,true,4,,Same as the national average,,Above the national average,,Above the national average,,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,,POINT (-86.817047 35.916684)
340024,SAMPSON REGIONAL MEDICAL CENTER,607 BEAMAN ST,CLINTON,NC,28328,SAMPSON,(910) 592-8511,Acute Care Hospitals,Government - Local,true,true,3,,Same as the national average,,Same as the national average,,Above the national average,,Same as the national average,,Below the national average,,Below the national average,,Same as the national average,,POINT (-78.323635 35.007783)
440034,METHODIST MEDICAL CENTER OF OAK RIDGE,990 OAK RIDGE TURNPIKE BOX 529,OAK RIDGE,TN,37830,ANDERSON,(865) 835-1000,Acute Care Hospitals,Voluntary non-profit - Private,true,true,1,,Below the national average,,Below the national average,,Below the national average,,Above the national average,,Same as the national average,,Below the national average,,Same as the national average,,POINT (-84.2439 36.023397)
330394,"UNITED HEALTH SERVICES HOSPITALS, INC",10-42 MITCHELL AVENUE,BINGHAMTON,NY,13903,BROOME,(607) 763-6000,Acute Care Hospitals,Voluntary non-profit - Private,true,true,1,,Below the national average,,Below the national average,,Below the national average,,Below the national average,,Same as the national average,,Below the national average,,Above the national average,,POINT (-75.914166 42.088097)
360095,BLANCHARD VALLEY REGIONAL HEALTH CENTER,1900 SOUTH MAIN STREET,FINDLAY,OH,45840,HANCOCK,(419) 423-4500,Acute Care Hospitals,Voluntary non-profit - Other,true,true,4,,Below the national average,,Above the national average,,Above the national average,,Above the national average,,Above the national average,,Above the national average,,Same as the national average,,POINT (-83.650339 41.017241)
430012,AVERA SACRED HEART HOSPITAL,501 SUMMIT ST,YANKTON,SD,57078,YANKTON,(605) 668-8000,Acute Care Hospitals,Voluntary non-profit - Private,true,true,5,,Same as the national average,,Above the national average,,Above the national average,,Same as the national average,,Same as the national average,,Above the national average,,Same as the national average,,POINT (-97.406945 42.872573)
050534,JOHN F KENNEDY MEMORIAL HOSPITAL,47111 MONROE STREET,INDIO,CA,92201,RIVERSIDE,(760) 347-6191,Acute Care Hospitals,Proprietary,true,true,3,,Same as the national average,,Above the national average,,Above the national average,,Below the national average,,Same as the national average,,Same as the national average,,Same as the national average,,POINT (-116.233881 33.706359)
041308,MCGEHEE HOSPITAL,900 SOUTH THIRD STREET,MCGEHEE,AR,71654,DESHA,(870) 222-5600,Critical Access Hospitals,Voluntary non-profit - Private,true,,Not Available,16,Not Available,5,Not Available,16,Not Available,5,Not Available,16,Not Available,5,Same as the national average,,Same as the national average,,POINT (-91.393066 33.618285)
